"Area name","Area code","Area type","Specimen date","Daily lab-confirmed cases","Cumulative lab-confirmed cases"
"England","E92000001","Country","2020-04-14",134,76371
"West Midlands","E12000005","Region","2020-04-14",11,7956
"East of England","E12000006","Region","2020-04-14",1,6232
"North West","E12000002","Region","2020-04-14",2,11591
"East Midlands","E12000004","Region","2020-04-14",9,4440
"South West","E12000009","Region","2020-04-14",5,3774
"London","E12000007","Region","2020-04-14",42,18951
"Yorkshire and The Humber","E12000003","Region","2020-04-14",22,5790
"North East","E12000001","Region","2020-04-14",0,4420
"South East","E12000008","Region","2020-04-14",29,10214
"Barking and Dagenham","E09000002","Upper tier local authority","2020-04-14",4,347
"Barnet","E09000003","Upper tier local authority","2020-04-14",0,977
"Barnsley","E08000016","Upper tier local authority","2020-04-14",0,379
"Bath and North East Somerset","E06000022","Upper tier local authority","2020-04-14",0,139
"Bedford","E06000055","Upper tier local authority","2020-04-14",0,239
"Bexley","E09000004","Upper tier local authority","2020-04-14",6,446
"Birmingham","E08000025","Upper tier local authority","2020-04-14",0,1931
"Blackburn with Darwen","E06000008","Upper tier local authority","2020-04-14",0,173
"Blackpool","E06000009","Upper tier local authority","2020-04-14",0,174
"Bolton","E08000001","Upper tier local authority","2020-04-14",0,424
"Bournemouth, Christchurch and Poole","E06000058","Upper tier local authority","2020-04-14",0,255
"Bracknell Forest","E06000036","Upper tier local authority","2020-04-14",0,134
"Bradford","E08000032","Upper tier local authority","2020-04-14",1,493
"Brent","E09000005","Upper tier local authority","2020-04-14",0,1063
"Brighton and Hove","E06000043","Upper tier local authority","2020-04-14",0,227
"Bristol, City of","E06000023","Upper tier local authority","2020-04-14",2,369
"Bromley","E09000006","Upper tier local authority","2020-04-14",0,785
"Buckinghamshire","E10000002","Upper tier local authority","2020-04-14",0,521
"Bury","E08000002","Upper tier local authority","2020-04-14",0,256
"Calderdale","E08000033","Upper tier local authority","2020-04-14",5,160
"Cambridgeshire","E10000003","Upper tier local authority","2020-04-14",0,408
"Camden","E09000007","Upper tier local authority","2020-04-14",1,443
"Central Bedfordshire","E06000056","Upper tier local authority","2020-04-14",0,291
"Cheshire East","E06000049","Upper tier local authority","2020-04-14",1,449
"Cheshire West and Chester","E06000050","Upper tier local authority","2020-04-14",0,461
"City of London","E09000001","Upper tier local authority","2020-04-14",0,13
"Cornwall and Isles of Scilly","E06000052","Upper tier local authority","2020-04-14",0,339
"County Durham","E06000047","Upper tier local authority","2020-04-14",0,728
"Coventry","E08000026","Upper tier local authority","2020-04-14",0,408
"Croydon","E09000008","Upper tier local authority","2020-04-14",0,1006
"Cumbria","E10000006","Upper tier local authority","2020-04-14",0,1278
"Darlington","E06000005","Upper tier local authority","2020-04-14",0,151
"Derby","E06000015","Upper tier local authority","2020-04-14",0,374
"Derbyshire","E10000007","Upper tier local authority","2020-04-14",0,777
"Devon","E10000008","Upper tier local authority","2020-04-14",0,426
"Doncaster","E08000017","Upper tier local authority","2020-04-14",0,210
"Dorset","E06000059","Upper tier local authority","2020-04-14",0,209
"Dudley","E08000027","Upper tier local authority","2020-04-14",0,475
"Ealing","E09000009","Upper tier local authority","2020-04-14",0,772
"East Riding of Yorkshire","E06000011","Upper tier local authority","2020-04-14",0,248
"East Sussex","E10000011","Upper tier local authority","2020-04-14",8,373
"Enfield","E09000010","Upper tier local authority","2020-04-14",0,562
"Essex","E10000012","Upper tier local authority","2020-04-14",1,1589
"Gateshead","E08000037","Upper tier local authority","2020-04-14",0,466
"Gloucestershire","E10000013","Upper tier local authority","2020-04-14",1,737
"Greenwich","E09000011","Upper tier local authority","2020-04-14",10,503
"Hackney","E09000012","Upper tier local authority","2020-04-14",2,516
"Halton","E06000006","Upper tier local authority","2020-04-14",0,215
"Hammersmith and Fulham","E09000013","Upper tier local authority","2020-04-14",0,395
"Hampshire","E10000014","Upper tier local authority","2020-04-14",12,1802
"Haringey","E09000014","Upper tier local authority","2020-04-14",0,419
"Harrow","E09000015","Upper tier local authority","2020-04-14",0,684
"Hartlepool","E06000001","Upper tier local authority","2020-04-14",0,75
"Havering","E09000016","Upper tier local authority","2020-04-14",3,491
"Herefordshire, County of","E06000019","Upper tier local authority","2020-04-14",0,122
"Hertfordshire","E10000015","Upper tier local authority","2020-04-14",0,1552
"Hillingdon","E09000017","Upper tier local authority","2020-04-14",0,530
"Hounslow","E09000018","Upper tier local authority","2020-04-14",0,495
"Isle of Wight","E06000046","Upper tier local authority","2020-04-14",0,55
"Islington","E09000019","Upper tier local authority","2020-04-14",1,331
"Kensington and Chelsea","E09000020","Upper tier local authority","2020-04-14",0,367
"Kent","E10000016","Upper tier local authority","2020-04-14",0,1802
"Kingston upon Hull, City of","E06000010","Upper tier local authority","2020-04-14",0,150
"Kingston upon Thames","E09000021","Upper tier local authority","2020-04-14",0,301
"Kirklees","E08000034","Upper tier local authority","2020-04-14",6,369
"Knowsley","E08000011","Upper tier local authority","2020-04-14",0,329
"Lambeth","E09000022","Upper tier local authority","2020-04-14",0,926
"Lancashire","E10000017","Upper tier local authority","2020-04-14",0,1692
"Leeds","E08000035","Upper tier local authority","2020-04-14",0,779
"Leicester","E06000016","Upper tier local authority","2020-04-14",3,416
"Leicestershire","E10000018","Upper tier local authority","2020-04-14",4,564
"Lewisham","E09000023","Upper tier local authority","2020-04-14",5,721
"Lincolnshire","E10000019","Upper tier local authority","2020-04-14",0,503
"Liverpool","E08000012","Upper tier local authority","2020-04-14",0,979
"Luton","E06000032","Upper tier local authority","2020-04-14",0,367
"Manchester","E08000003","Upper tier local authority","2020-04-14",0,724
"Medway","E06000035","Upper tier local authority","2020-04-14",1,409
"Merton","E09000024","Upper tier local authority","2020-04-14",0,504
"Middlesbrough","E06000002","Upper tier local authority","2020-04-14",0,302
"Milton Keynes","E06000042","Upper tier local authority","2020-04-14",0,316
"Newcastle upon Tyne","E08000021","Upper tier local authority","2020-04-14",0,611
"Newham","E09000025","Upper tier local authority","2020-04-14",2,796
"Norfolk","E10000020","Upper tier local authority","2020-04-14",0,754
"North East Lincolnshire","E06000012","Upper tier local authority","2020-04-14",0,84
"North Lincolnshire","E06000013","Upper tier local authority","2020-04-14",0,136
"North Somerset","E06000024","Upper tier local authority","2020-04-14",0,124
"North Tyneside","E08000022","Upper tier local authority","2020-04-14",0,321
"North Yorkshire","E10000023","Upper tier local authority","2020-04-14",1,532
"Northamptonshire","E10000021","Upper tier local authority","2020-04-14",0,767
"Northumberland","E06000057","Upper tier local authority","2020-04-14",0,450
"Nottingham","E06000018","Upper tier local authority","2020-04-14",1,334
"Nottinghamshire","E10000024","Upper tier local authority","2020-04-14",1,693
"Oldham","E08000004","Upper tier local authority","2020-04-14",0,370
"Oxfordshire","E10000025","Upper tier local authority","2020-04-14",0,948
"Peterborough","E06000031","Upper tier local authority","2020-04-14",0,108
"Plymouth","E06000026","Upper tier local authority","2020-04-14",2,163
"Portsmouth","E06000044","Upper tier local authority","2020-04-14",1,193
"Reading","E06000038","Upper tier local authority","2020-04-14",0,224
"Redbridge","E09000026","Upper tier local authority","2020-04-14",1,534
"Redcar and Cleveland","E06000003","Upper tier local authority","2020-04-14",0,184
"Richmond upon Thames","E09000027","Upper tier local authority","2020-04-14",0,286
"Rochdale","E08000005","Upper tier local authority","2020-04-14",0,275
"Rotherham","E08000018","Upper tier local authority","2020-04-14",0,383
"Rutland","E06000017","Upper tier local authority","2020-04-14",0,12
"Salford","E08000006","Upper tier local authority","2020-04-14",0,368
"Sandwell","E08000028","Upper tier local authority","2020-04-14",0,593
"Sefton","E08000014","Upper tier local authority","2020-04-14",0,532
"Sheffield","E08000019","Upper tier local authority","2020-04-14",5,1365
"Shropshire","E06000051","Upper tier local authority","2020-04-14",0,265
"Slough","E06000039","Upper tier local authority","2020-04-14",0,256
"Solihull","E08000029","Upper tier local authority","2020-04-14",0,364
"Somerset","E10000027","Upper tier local authority","2020-04-14",0,233
"South Gloucestershire","E06000025","Upper tier local authority","2020-04-14",0,222
"South Tyneside","E08000023","Upper tier local authority","2020-04-14",0,233
"Southampton","E06000045","Upper tier local authority","2020-04-14",5,283
"Southend-on-Sea","E06000033","Upper tier local authority","2020-04-14",0,224
"Southwark","E09000028","Upper tier local authority","2020-04-14",0,972
"St. Helens","E08000013","Upper tier local authority","2020-04-14",1,399
"Staffordshire","E10000028","Upper tier local authority","2020-04-14",6,1008
"Stockport","E08000007","Upper tier local authority","2020-04-14",0,511
"Stockton-on-Tees","E06000004","Upper tier local authority","2020-04-14",0,209
"Stoke-on-Trent","E06000021","Upper tier local authority","2020-04-14",5,230
"Suffolk","E10000029","Upper tier local authority","2020-04-14",0,499
"Sunderland","E08000024","Upper tier local authority","2020-04-14",0,690
"Surrey","E10000030","Upper tier local authority","2020-04-14",0,1649
"Sutton","E09000029","Upper tier local authority","2020-04-14",0,436
"Swindon","E06000030","Upper tier local authority","2020-04-14",0,199
"Tameside","E08000008","Upper tier local authority","2020-04-14",0,308
"Telford and Wrekin","E06000020","Upper tier local authority","2020-04-14",0,139
"Thurrock","E06000034","Upper tier local authority","2020-04-14",0,201
"Torbay","E06000027","Upper tier local authority","2020-04-14",0,103
"Tower Hamlets","E09000030","Upper tier local authority","2020-04-14",3,509
"Trafford","E08000009","Upper tier local authority","2020-04-14",0,388
"Wakefield","E08000036","Upper tier local authority","2020-04-14",0,353
"Walsall","E08000030","Upper tier local authority","2020-04-14",0,582
"Waltham Forest","E09000031","Upper tier local authority","2020-04-14",4,574
"Wandsworth","E09000032","Upper tier local authority","2020-04-14",0,748
"Warrington","E06000007","Upper tier local authority","2020-04-14",0,363
"Warwickshire","E10000031","Upper tier local authority","2020-04-14",0,673
"West Berkshire","E06000037","Upper tier local authority","2020-04-14",1,180
"West Sussex","E10000032","Upper tier local authority","2020-04-14",1,487
"Westminster","E09000033","Upper tier local authority","2020-04-14",0,499
"Wigan","E08000010","Upper tier local authority","2020-04-14",0,330
"Wiltshire","E06000054","Upper tier local authority","2020-04-14",0,256
"Windsor and Maidenhead","E06000040","Upper tier local authority","2020-04-14",0,162
"Wirral","E08000015","Upper tier local authority","2020-04-14",0,593
"Wokingham","E06000041","Upper tier local authority","2020-04-14",0,193
"Wolverhampton","E08000031","Upper tier local authority","2020-04-14",0,473
"Worcestershire","E10000034","Upper tier local authority","2020-04-14",0,693
"York","E06000014","Upper tier local authority","2020-04-14",4,149
"England","E92000001","Country","2020-04-13",1069,76237
"West Midlands","E12000005","Region","2020-04-13",81,7945
"East of England","E12000006","Region","2020-04-13",57,6231
"North West","E12000002","Region","2020-04-13",133,11589
"East Midlands","E12000004","Region","2020-04-13",62,4431
"South West","E12000009","Region","2020-04-13",110,3769
"London","E12000007","Region","2020-04-13",192,18909
"Yorkshire and The Humber","E12000003","Region","2020-04-13",117,5768
"North East","E12000001","Region","2020-04-13",34,4420
"South East","E12000008","Region","2020-04-13",235,10185
"Barking and Dagenham","E09000002","Upper tier local authority","2020-04-13",8,343
"Barnet","E09000003","Upper tier local authority","2020-04-13",3,977
"Barnsley","E08000016","Upper tier local authority","2020-04-13",4,379
"Bath and North East Somerset","E06000022","Upper tier local authority","2020-04-13",2,139
"Bexley","E09000004","Upper tier local authority","2020-04-13",8,440
"Birmingham","E08000025","Upper tier local authority","2020-04-13",2,1931
"Blackpool","E06000009","Upper tier local authority","2020-04-13",1,174
"Bolton","E08000001","Upper tier local authority","2020-04-13",8,424
"Bournemouth, Christchurch and Poole","E06000058","Upper tier local authority","2020-04-13",6,255
"Bracknell Forest","E06000036","Upper tier local authority","2020-04-13",7,134
"Bradford","E08000032","Upper tier local authority","2020-04-13",4,492
"Brent","E09000005","Upper tier local authority","2020-04-13",7,1063
"Brighton and Hove","E06000043","Upper tier local authority","2020-04-13",3,227
"Bristol, City of","E06000023","Upper tier local authority","2020-04-13",8,367
"Bromley","E09000006","Upper tier local authority","2020-04-13",10,785
"Buckinghamshire","E10000002","Upper tier local authority","2020-04-13",3,521
"Calderdale","E08000033","Upper tier local authority","2020-04-13",5,155
"Cambridgeshire","E10000003","Upper tier local authority","2020-04-13",1,408
"Camden","E09000007","Upper tier local authority","2020-04-13",3,442
"Cheshire East","E06000049","Upper tier local authority","2020-04-13",4,448
"Cheshire West and Chester","E06000050","Upper tier local authority","2020-04-13",3,461
"Cornwall and Isles of Scilly","E06000052","Upper tier local authority","2020-04-13",19,339
"County Durham","E06000047","Upper tier local authority","2020-04-13",15,728
"Coventry","E08000026","Upper tier local authority","2020-04-13",1,408
"Croydon","E09000008","Upper tier local authority","2020-04-13",6,1006
"Cumbria","E10000006","Upper tier local authority","2020-04-13",8,1278
"Darlington","E06000005","Upper tier local authority","2020-04-13",2,151
"Derby","E06000015","Upper tier local authority","2020-04-13",1,374
"Derbyshire","E10000007","Upper tier local authority","2020-04-13",9,777
"Devon","E10000008","Upper tier local authority","2020-04-13",16,426
"Doncaster","E08000017","Upper tier local authority","2020-04-13",1,210
"Dorset","E06000059","Upper tier local authority","2020-04-13",2,209
"Dudley","E08000027","Upper tier local authority","2020-04-13",2,475
"Ealing","E09000009","Upper tier local authority","2020-04-13",5,772
"East Riding of Yorkshire","E06000011","Upper tier local authority","2020-04-13",10,248
"East Sussex","E10000011","Upper tier local authority","2020-04-13",7,365
"Enfield","E09000010","Upper tier local authority","2020-04-13",5,562
"Essex","E10000012","Upper tier local authority","2020-04-13",14,1588
"Gloucestershire","E10000013","Upper tier local authority","2020-04-13",14,736
"Greenwich","E09000011","Upper tier local authority","2020-04-13",9,493
"Hackney","E09000012","Upper tier local authority","2020-04-13",7,514
"Halton","E06000006","Upper tier local authority","2020-04-13",3,215
"Hammersmith and Fulham","E09000013","Upper tier local authority","2020-04-13",3,395
"Hampshire","E10000014","Upper tier local authority","2020-04-13",56,1790
"Haringey","E09000014","Upper tier local authority","2020-04-13",3,419
"Harrow","E09000015","Upper tier local authority","2020-04-13",8,684
"Havering","E09000016","Upper tier local authority","2020-04-13",8,488
"Herefordshire, County of","E06000019","Upper tier local authority","2020-04-13",6,122
"Hertfordshire","E10000015","Upper tier local authority","2020-04-13",12,1552
"Hillingdon","E09000017","Upper tier local authority","2020-04-13",3,530
"Hounslow","E09000018","Upper tier local authority","2020-04-13",3,495
"Isle of Wight","E06000046","Upper tier local authority","2020-04-13",1,55
"Islington","E09000019","Upper tier local authority","2020-04-13",1,330
"Kensington and Chelsea","E09000020","Upper tier local authority","2020-04-13",2,367
"Kent","E10000016","Upper tier local authority","2020-04-13",40,1802
"Kingston upon Hull, City of","E06000010","Upper tier local authority","2020-04-13",4,150
"Kirklees","E08000034","Upper tier local authority","2020-04-13",9,363
"Knowsley","E08000011","Upper tier local authority","2020-04-13",13,329
"Lambeth","E09000022","Upper tier local authority","2020-04-13",4,926
"Lancashire","E10000017","Upper tier local authority","2020-04-13",8,1692
"Leeds","E08000035","Upper tier local authority","2020-04-13",3,779
"Leicester","E06000016","Upper tier local authority","2020-04-13",3,413
"Leicestershire","E10000018","Upper tier local authority","2020-04-13",4,560
"Lewisham","E09000023","Upper tier local authority","2020-04-13",13,716
"Lincolnshire","E10000019","Upper tier local authority","2020-04-13",5,503
"Liverpool","E08000012","Upper tier local authority","2020-04-13",21,979
"Manchester","E08000003","Upper tier local authority","2020-04-13",8,724
"Medway","E06000035","Upper tier local authority","2020-04-13",7,408
"Middlesbrough","E06000002","Upper tier local authority","2020-04-13",1,302
"Milton Keynes","E06000042","Upper tier local authority","2020-04-13",1,316
"Newcastle upon Tyne","E08000021","Upper tier local authority","2020-04-13",7,611
"Newham","E09000025","Upper tier local authority","2020-04-13",17,794
"Norfolk","E10000020","Upper tier local authority","2020-04-13",21,754
"North East Lincolnshire","E06000012","Upper tier local authority","2020-04-13",2,84
"North Lincolnshire","E06000013","Upper tier local authority","2020-04-13",5,136
"North Somerset","E06000024","Upper tier local authority","2020-04-13",3,124
"North Tyneside","E08000022","Upper tier local authority","2020-04-13",1,321
"North Yorkshire","E10000023","Upper tier local authority","2020-04-13",10,531
"Northamptonshire","E10000021","Upper tier local authority","2020-04-13",11,767
"Northumberland","E06000057","Upper tier local authority","2020-04-13",2,450
"Nottingham","E06000018","Upper tier local authority","2020-04-13",13,333
"Nottinghamshire","E10000024","Upper tier local authority","2020-04-13",15,692
"Oldham","E08000004","Upper tier local authority","2020-04-13",1,370
"Oxfordshire","E10000025","Upper tier local authority","2020-04-13",1,948
"Peterborough","E06000031","Upper tier local authority","2020-04-13",1,108
"Plymouth","E06000026","Upper tier local authority","2020-04-13",12,161
"Portsmouth","E06000044","Upper tier local authority","2020-04-13",3,192
"Reading","E06000038","Upper tier local authority","2020-04-13",13,224
"Redbridge","E09000026","Upper tier local authority","2020-04-13",13,533
"Redcar and Cleveland","E06000003","Upper tier local authority","2020-04-13",4,184
"Richmond upon Thames","E09000027","Upper tier local authority","2020-04-13",1,286
"Rochdale","E08000005","Upper tier local authority","2020-04-13",3,275
"Rotherham","E08000018","Upper tier local authority","2020-04-13",11,383
"Rutland","E06000017","Upper tier local authority","2020-04-13",1,12
"Sandwell","E08000028","Upper tier local authority","2020-04-13",4,593
"Sefton","E08000014","Upper tier local authority","2020-04-13",20,532
"Sheffield","E08000019","Upper tier local authority","2020-04-13",38,1360
"Shropshire","E06000051","Upper tier local authority","2020-04-13",6,265
"Slough","E06000039","Upper tier local authority","2020-04-13",6,256
"Solihull","E08000029","Upper tier local authority","2020-04-13",1,364
"Somerset","E10000027","Upper tier local authority","2020-04-13",11,233
"South Gloucestershire","E06000025","Upper tier local authority","2020-04-13",1,222
"South Tyneside","E08000023","Upper tier local authority","2020-04-13",1,233
"Southampton","E06000045","Upper tier local authority","2020-04-13",7,278
"Southend-on-Sea","E06000033","Upper tier local authority","2020-04-13",2,224
"Southwark","E09000028","Upper tier local authority","2020-04-13",7,972
"St. Helens","E08000013","Upper tier local authority","2020-04-13",8,398
"Staffordshire","E10000028","Upper tier local authority","2020-04-13",29,1002
"Stockport","E08000007","Upper tier local authority","2020-04-13",3,511
"Stoke-on-Trent","E06000021","Upper tier local authority","2020-04-13",15,225
"Suffolk","E10000029","Upper tier local authority","2020-04-13",2,499
"Sunderland","E08000024","Upper tier local authority","2020-04-13",1,690
"Surrey","E10000030","Upper tier local authority","2020-04-13",55,1649
"Sutton","E09000029","Upper tier local authority","2020-04-13",1,436
"Swindon","E06000030","Upper tier local authority","2020-04-13",9,199
"Tameside","E08000008","Upper tier local authority","2020-04-13",5,308
"Telford and Wrekin","E06000020","Upper tier local authority","2020-04-13",1,139
"Thurrock","E06000034","Upper tier local authority","2020-04-13",4,201
"Torbay","E06000027","Upper tier local authority","2020-04-13",3,103
"Tower Hamlets","E09000030","Upper tier local authority","2020-04-13",9,506
"Wakefield","E08000036","Upper tier local authority","2020-04-13",1,353
"Walsall","E08000030","Upper tier local authority","2020-04-13",4,582
"Waltham Forest","E09000031","Upper tier local authority","2020-04-13",18,570
"Wandsworth","E09000032","Upper tier local authority","2020-04-13",2,748
"Warrington","E06000007","Upper tier local authority","2020-04-13",9,363
"Warwickshire","E10000031","Upper tier local authority","2020-04-13",1,673
"West Berkshire","E06000037","Upper tier local authority","2020-04-13",7,179
"West Sussex","E10000032","Upper tier local authority","2020-04-13",13,486
"Westminster","E09000033","Upper tier local authority","2020-04-13",5,499
"Wigan","E08000010","Upper tier local authority","2020-04-13",3,330
"Wiltshire","E06000054","Upper tier local authority","2020-04-13",4,256
"Windsor and Maidenhead","E06000040","Upper tier local authority","2020-04-13",1,162
"Wirral","E08000015","Upper tier local authority","2020-04-13",4,593
"Wokingham","E06000041","Upper tier local authority","2020-04-13",4,193
"Wolverhampton","E08000031","Upper tier local authority","2020-04-13",7,473
"Worcestershire","E10000034","Upper tier local authority","2020-04-13",2,693
"York","E06000014","Upper tier local authority","2020-04-13",10,145
"England","E92000001","Country","2020-04-12",2051,75168
"West Midlands","E12000005","Region","2020-04-12",152,7864
"East of England","E12000006","Region","2020-04-12",122,6174
"North West","E12000002","Region","2020-04-12",359,11456
"East Midlands","E12000004","Region","2020-04-12",116,4369
"South West","E12000009","Region","2020-04-12",166,3659
"London","E12000007","Region","2020-04-12",342,18717
"Yorkshire and The Humber","E12000003","Region","2020-04-12",206,5651
"North East","E12000001","Region","2020-04-12",153,4386
"South East","E12000008","Region","2020-04-12",369,9950
"Barking and Dagenham","E09000002","Upper tier local authority","2020-04-12",12,335
"Barnet","E09000003","Upper tier local authority","2020-04-12",17,974
"Barnsley","E08000016","Upper tier local authority","2020-04-12",15,375
"Bath and North East Somerset","E06000022","Upper tier local authority","2020-04-12",2,137
"Bedford","E06000055","Upper tier local authority","2020-04-12",1,239
"Bexley","E09000004","Upper tier local authority","2020-04-12",6,432
"Birmingham","E08000025","Upper tier local authority","2020-04-12",36,1929
"Blackburn with Darwen","E06000008","Upper tier local authority","2020-04-12",8,173
"Blackpool","E06000009","Upper tier local authority","2020-04-12",11,173
"Bolton","E08000001","Upper tier local authority","2020-04-12",9,416
"Bournemouth, Christchurch and Poole","E06000058","Upper tier local authority","2020-04-12",19,249
"Bracknell Forest","E06000036","Upper tier local authority","2020-04-12",7,127
"Bradford","E08000032","Upper tier local authority","2020-04-12",28,488
"Brent","E09000005","Upper tier local authority","2020-04-12",25,1056
"Brighton and Hove","E06000043","Upper tier local authority","2020-04-12",8,224
"Bristol, City of","E06000023","Upper tier local authority","2020-04-12",13,359
"Bromley","E09000006","Upper tier local authority","2020-04-12",10,775
"Buckinghamshire","E10000002","Upper tier local authority","2020-04-12",4,518
"Bury","E08000002","Upper tier local authority","2020-04-12",7,256
"Calderdale","E08000033","Upper tier local authority","2020-04-12",8,150
"Cambridgeshire","E10000003","Upper tier local authority","2020-04-12",6,407
"Camden","E09000007","Upper tier local authority","2020-04-12",8,439
"Central Bedfordshire","E06000056","Upper tier local authority","2020-04-12",6,291
"Cheshire East","E06000049","Upper tier local authority","2020-04-12",10,444
"Cheshire West and Chester","E06000050","Upper tier local authority","2020-04-12",26,458
"Cornwall and Isles of Scilly","E06000052","Upper tier local authority","2020-04-12",20,320
"County Durham","E06000047","Upper tier local authority","2020-04-12",25,713
"Coventry","E08000026","Upper tier local authority","2020-04-12",4,407
"Croydon","E09000008","Upper tier local authority","2020-04-12",3,1000
"Cumbria","E10000006","Upper tier local authority","2020-04-12",28,1270
"Darlington","E06000005","Upper tier local authority","2020-04-12",15,149
"Derby","E06000015","Upper tier local authority","2020-04-12",9,373
"Derbyshire","E10000007","Upper tier local authority","2020-04-12",12,768
"Devon","E10000008","Upper tier local authority","2020-04-12",31,410
"Doncaster","E08000017","Upper tier local authority","2020-04-12",3,209
"Dorset","E06000059","Upper tier local authority","2020-04-12",4,207
"Dudley","E08000027","Upper tier local authority","2020-04-12",12,473
"Ealing","E09000009","Upper tier local authority","2020-04-12",20,767
"East Riding of Yorkshire","E06000011","Upper tier local authority","2020-04-12",15,238
"East Sussex","E10000011","Upper tier local authority","2020-04-12",12,358
"Enfield","E09000010","Upper tier local authority","2020-04-12",21,557
"Essex","E10000012","Upper tier local authority","2020-04-12",20,1574
"Gateshead","E08000037","Upper tier local authority","2020-04-12",15,466
"Gloucestershire","E10000013","Upper tier local authority","2020-04-12",37,722
"Greenwich","E09000011","Upper tier local authority","2020-04-12",14,484
"Hackney","E09000012","Upper tier local authority","2020-04-12",9,507
"Halton","E06000006","Upper tier local authority","2020-04-12",3,212
"Hammersmith and Fulham","E09000013","Upper tier local authority","2020-04-12",7,392
"Hampshire","E10000014","Upper tier local authority","2020-04-12",68,1734
"Haringey","E09000014","Upper tier local authority","2020-04-12",12,416
"Harrow","E09000015","Upper tier local authority","2020-04-12",14,676
"Hartlepool","E06000001","Upper tier local authority","2020-04-12",1,75
"Havering","E09000016","Upper tier local authority","2020-04-12",19,480
"Herefordshire, County of","E06000019","Upper tier local authority","2020-04-12",9,116
"Hertfordshire","E10000015","Upper tier local authority","2020-04-12",29,1540
"Hillingdon","E09000017","Upper tier local authority","2020-04-12",10,527
"Hounslow","E09000018","Upper tier local authority","2020-04-12",10,492
"Isle of Wight","E06000046","Upper tier local authority","2020-04-12",1,54
"Islington","E09000019","Upper tier local authority","2020-04-12",6,329
"Kensington and Chelsea","E09000020","Upper tier local authority","2020-04-12",3,365
"Kent","E10000016","Upper tier local authority","2020-04-12",95,1762
"Kingston upon Hull, City of","E06000010","Upper tier local authority","2020-04-12",10,146
"Kingston upon Thames","E09000021","Upper tier local authority","2020-04-12",2,301
"Kirklees","E08000034","Upper tier local authority","2020-04-12",7,354
"Knowsley","E08000011","Upper tier local authority","2020-04-12",7,316
"Lambeth","E09000022","Upper tier local authority","2020-04-12",12,922
"Lancashire","E10000017","Upper tier local authority","2020-04-12",57,1684
"Leeds","E08000035","Upper tier local authority","2020-04-12",43,776
"Leicester","E06000016","Upper tier local authority","2020-04-12",22,410
"Leicestershire","E10000018","Upper tier local authority","2020-04-12",11,556
"Lewisham","E09000023","Upper tier local authority","2020-04-12",11,703
"Lincolnshire","E10000019","Upper tier local authority","2020-04-12",24,498
"Liverpool","E08000012","Upper tier local authority","2020-04-12",33,958
"Luton","E06000032","Upper tier local authority","2020-04-12",1,367
"Manchester","E08000003","Upper tier local authority","2020-04-12",30,716
"Medway","E06000035","Upper tier local authority","2020-04-12",12,401
"Merton","E09000024","Upper tier local authority","2020-04-12",5,504
"Middlesbrough","E06000002","Upper tier local authority","2020-04-12",14,301
"Milton Keynes","E06000042","Upper tier local authority","2020-04-12",4,315
"Newcastle upon Tyne","E08000021","Upper tier local authority","2020-04-12",15,604
"Newham","E09000025","Upper tier local authority","2020-04-12",14,777
"Norfolk","E10000020","Upper tier local authority","2020-04-12",39,733
"North East Lincolnshire","E06000012","Upper tier local authority","2020-04-12",2,82
"North Lincolnshire","E06000013","Upper tier local authority","2020-04-12",8,131
"North Somerset","E06000024","Upper tier local authority","2020-04-12",1,121
"North Tyneside","E08000022","Upper tier local authority","2020-04-12",6,320
"North Yorkshire","E10000023","Upper tier local authority","2020-04-12",24,521
"Northamptonshire","E10000021","Upper tier local authority","2020-04-12",14,756
"Northumberland","E06000057","Upper tier local authority","2020-04-12",27,448
"Nottingham","E06000018","Upper tier local authority","2020-04-12",11,320
"Nottinghamshire","E10000024","Upper tier local authority","2020-04-12",12,677
"Oldham","E08000004","Upper tier local authority","2020-04-12",14,369
"Oxfordshire","E10000025","Upper tier local authority","2020-04-12",33,947
"Peterborough","E06000031","Upper tier local authority","2020-04-12",2,107
"Plymouth","E06000026","Upper tier local authority","2020-04-12",7,149
"Portsmouth","E06000044","Upper tier local authority","2020-04-12",6,189
"Reading","E06000038","Upper tier local authority","2020-04-12",12,211
"Redbridge","E09000026","Upper tier local authority","2020-04-12",15,520
"Redcar and Cleveland","E06000003","Upper tier local authority","2020-04-12",8,180
"Richmond upon Thames","E09000027","Upper tier local authority","2020-04-12",5,285
"Rochdale","E08000005","Upper tier local authority","2020-04-12",1,272
"Rotherham","E08000018","Upper tier local authority","2020-04-12",16,372
"Rutland","E06000017","Upper tier local authority","2020-04-12",1,11
"Salford","E08000006","Upper tier local authority","2020-04-12",8,368
"Sandwell","E08000028","Upper tier local authority","2020-04-12",12,589
"Sefton","E08000014","Upper tier local authority","2020-04-12",20,512
"Sheffield","E08000019","Upper tier local authority","2020-04-12",11,1322
"Shropshire","E06000051","Upper tier local authority","2020-04-12",15,259
"Slough","E06000039","Upper tier local authority","2020-04-12",9,250
"Solihull","E08000029","Upper tier local authority","2020-04-12",4,363
"Somerset","E10000027","Upper tier local authority","2020-04-12",13,222
"South Gloucestershire","E06000025","Upper tier local authority","2020-04-12",4,221
"South Tyneside","E08000023","Upper tier local authority","2020-04-12",5,232
"Southampton","E06000045","Upper tier local authority","2020-04-12",10,271
"Southend-on-Sea","E06000033","Upper tier local authority","2020-04-12",6,222
