Date,Country,AreaCode,Area,TotalCases
2020-03-27,England,E09000002,Barking and Dagenham,82
2020-03-27,England,E09000003,Barnet,115
2020-03-27,England,E08000016,Barnsley,42
2020-03-27,England,E06000022,Bath and North East Somerset,26
2020-03-27,England,E06000055,Bedford,20
2020-03-27,England,E09000004,Bexley,85
2020-03-27,England,E08000025,Birmingham,366
2020-03-27,England,E06000008,Blackburn with Darwen,7
2020-03-27,England,E06000009,Blackpool,9
2020-03-27,England,E08000001,Bolton,27
2020-03-27,England,E06000058,"Bournemouth, Christchurch and Poole",20
2020-03-27,England,E06000036,Bracknell Forest,16
2020-03-27,England,E08000032,Bradford,29
2020-03-27,England,E09000005,Brent,265
2020-03-27,England,E06000043,Brighton and Hove,33
2020-03-27,England,E06000023,"Bristol, City of",56
2020-03-27,England,E09000006,Bromley,188
2020-03-27,England,E10000002,Buckinghamshire,106
2020-03-27,England,E08000002,Bury,30
2020-03-27,England,E08000033,Calderdale,11
2020-03-27,England,E10000003,Cambridgeshire,68
2020-03-27,England,E09000007,Camden,99
2020-03-27,England,E06000056,Central Bedfordshire,42
2020-03-27,England,E06000049,Cheshire East,35
2020-03-27,England,E06000050,Cheshire West and Chester,25
2020-03-27,England,E06000052,Cornwall and Isles of Scilly,48
2020-03-27,England,E06000047,County Durham,56
2020-03-27,England,E08000026,Coventry,47
2020-03-27,England,E09000008,Croydon,219
2020-03-27,England,E10000006,Cumbria,211
2020-03-27,England,E06000005,Darlington,11
2020-03-27,England,E06000015,Derby,77
2020-03-27,England,E10000007,Derbyshire,170
2020-03-27,England,E10000008,Devon,65
2020-03-27,England,E08000017,Doncaster,24
2020-03-27,England,E06000059,Dorset,29
2020-03-27,England,E08000027,Dudley,81
2020-03-27,England,E09000009,Ealing,209
2020-03-27,England,E06000011,East Riding of Yorkshire,23
2020-03-27,England,E10000011,East Sussex,39
2020-03-27,England,E09000010,Enfield,136
2020-03-27,England,E10000012,Essex,166
2020-03-27,England,E08000037,Gateshead,23
2020-03-27,England,E10000013,Gloucestershire,78
2020-03-27,England,E09000011,Greenwich,128
2020-03-27,England,E09000012,Hackney and City of London,134
2020-03-27,England,E06000006,Halton,10
2020-03-27,England,E09000013,Hammersmith and Fulham,112
2020-03-27,England,E10000014,Hampshire,317
2020-03-27,England,E09000014,Haringey,113
2020-03-27,England,E09000015,Harrow,196
2020-03-27,England,E06000001,Hartlepool,6
2020-03-27,England,E09000016,Havering,82
2020-03-27,England,E06000019,"Herefordshire, County of",23
2020-03-27,England,E10000015,Hertfordshire,206
2020-03-27,England,E09000017,Hillingdon,129
2020-03-27,England,E09000018,Hounslow,126
2020-03-27,England,E06000046,Isle of Wight,8
2020-03-27,England,E09000019,Islington,120
2020-03-27,England,E09000020,Kensington and Chelsea,116
2020-03-27,England,E10000016,Kent,182
2020-03-27,England,E06000010,"Kingston upon Hull, City of",5
2020-03-27,England,E09000021,Kingston upon Thames,52
2020-03-27,England,E08000034,Kirklees,33
2020-03-27,England,E08000011,Knowsley,15
2020-03-27,England,E09000022,Lambeth,276
2020-03-27,England,E10000017,Lancashire,141
2020-03-27,England,E08000035,Leeds,80
2020-03-27,England,E06000016,Leicester,61
2020-03-27,England,E10000018,Leicestershire,128
2020-03-27,England,E09000023,Lewisham,158
2020-03-27,England,E10000019,Lincolnshire,39
2020-03-27,England,E08000012,Liverpool,100
2020-03-27,England,E06000032,Luton,47
2020-03-27,England,E08000003,Manchester,63
2020-03-27,England,E06000035,Medway,48
2020-03-27,England,E09000024,Merton,128
2020-03-27,England,E06000002,Middlesbrough,17
2020-03-27,England,E06000042,Milton Keynes,58
2020-03-27,England,E08000021,Newcastle upon Tyne,121
2020-03-27,England,E09000025,Newham,148
2020-03-27,England,E10000020,Norfolk,70
2020-03-27,England,E06000012,North East Lincolnshire,5
2020-03-27,England,E06000013,North Lincolnshire,6
2020-03-27,England,E06000024,North Somerset,24
2020-03-27,England,E08000022,North Tyneside,36
2020-03-27,England,E10000023,North Yorkshire,69
2020-03-27,England,E10000021,Northamptonshire,86
2020-03-27,England,E06000057,Northumberland,45
2020-03-27,England,E06000018,Nottingham,79
2020-03-27,England,E10000024,Nottinghamshire,135
2020-03-27,England,E08000004,Oldham,51
2020-03-27,England,E10000025,Oxfordshire,113
2020-03-27,England,E06000031,Peterborough,11
2020-03-27,England,E06000026,Plymouth,32
2020-03-27,England,E06000044,Portsmouth,50
2020-03-27,England,E06000038,Reading,25
2020-03-27,England,E09000026,Redbridge,115
2020-03-27,England,E06000003,Redcar and Cleveland,13
2020-03-27,England,E09000027,Richmond upon Thames,68
2020-03-27,England,E08000005,Rochdale,40
2020-03-27,England,E08000018,Rotherham,39
2020-03-27,England,E06000017,Rutland,0
2020-03-27,England,E08000006,Salford,58
2020-03-27,England,E08000028,Sandwell,103
2020-03-27,England,E08000014,Sefton,30
2020-03-27,England,E08000019,Sheffield,286
2020-03-27,England,E06000051,Shropshire,53
2020-03-27,England,E06000039,Slough,59
2020-03-27,England,E08000029,Solihull,39
2020-03-27,England,E10000027,Somerset,25
2020-03-27,England,E06000025,South Gloucestershire,37
