Date,Country,AreaCode,Area,TotalCases
2020-04-11,Scotland,S08000015,Ayrshire and Arran,376
2020-04-11,Scotland,S08000016,Borders,189
2020-04-11,Scotland,S08000017,Dumfries and Galloway,179
2020-04-11,Scotland,S08000029,Fife,356
2020-04-11,Scotland,S08000019,Forth Valley,324
2020-04-11,Scotland,S08000020,Grampian,261
2020-04-11,Scotland,S08000031,Greater Glasgow and Clyde,1387
2020-04-11,Scotland,S08000022,Highland,148
2020-04-11,Scotland,S08000032,Lanarkshire,707
2020-04-11,Scotland,S08000024,Lothian,856
2020-04-11,Scotland,S08000025,Orkney,5
2020-04-11,Scotland,S08000026,Shetland,43
2020-04-11,Scotland,S08000030,Tayside,753
2020-04-11,Scotland,S08000028,Western Isles,6
2020-04-11,Scotland,,Golden Jubilee National Hospital,
