Date,Country,AreaCode,Area,TotalCases
2020-04-12,Scotland,S08000015,Ayrshire and Arran,390
2020-04-12,Scotland,S08000016,Borders,199
2020-04-12,Scotland,S08000017,Dumfries and Galloway,186
2020-04-12,Scotland,S08000029,Fife,379
2020-04-12,Scotland,S08000019,Forth Valley,337
2020-04-12,Scotland,S08000020,Grampian,291
2020-04-12,Scotland,S08000031,Greater Glasgow and Clyde,1449
2020-04-12,Scotland,S08000022,Highland,151
2020-04-12,Scotland,S08000032,Lanarkshire,758
2020-04-12,Scotland,S08000024,Lothian,915
2020-04-12,Scotland,S08000025,Orkney,5
2020-04-12,Scotland,S08000026,Shetland,43
2020-04-12,Scotland,S08000030,Tayside,803
2020-04-12,Scotland,S08000028,Western Isles,6
2020-04-12,Scotland,,Golden Jubilee National Hospital,
