Date,Country,AreaCode,Area,TotalCases
2020-04-22,Scotland,S08000015,Ayrshire and Arran,640
2020-04-22,Scotland,S08000016,Borders,243
2020-04-22,Scotland,S08000017,Dumfries and Galloway,235
2020-04-22,Scotland,S08000029,Fife,593
2020-04-22,Scotland,S08000019,Forth Valley,569
2020-04-22,Scotland,S08000020,Grampian,550
2020-04-22,Scotland,S08000031,Greater Glasgow and Clyde,2174
2020-04-22,Scotland,S08000022,Highland,211
2020-04-22,Scotland,S08000032,Lanarkshire,1118
2020-04-22,Scotland,S08000024,Lothian,1515
2020-04-22,Scotland,S08000025,Orkney,6
2020-04-22,Scotland,S08000026,Shetland,54
2020-04-22,Scotland,S08000030,Tayside,1124
2020-04-22,Scotland,S08000028,Western Isles,6
2020-04-22,Scotland,,Golden Jubilee National Hospital,
