Date,Country,AreaCode,Area,TotalCases
2020-04-09,Scotland,S08000015,Ayrshire and Arran,362
2020-04-09,Scotland,S08000016,Borders,167
2020-04-09,Scotland,S08000017,Dumfries and Galloway,163
2020-04-09,Scotland,S08000029,Fife,288
2020-04-09,Scotland,S08000019,Forth Valley,280
2020-04-09,Scotland,S08000020,Grampian,236
2020-04-09,Scotland,S08000031,Greater Glasgow and Clyde,1251
2020-04-09,Scotland,S08000022,Highland,137
2020-04-09,Scotland,S08000032,Lanarkshire,607
2020-04-09,Scotland,S08000024,Lothian,747
2020-04-09,Scotland,S08000025,Orkney,NaN
2020-04-09,Scotland,S08000026,Shetland,43
2020-04-09,Scotland,S08000030,Tayside,667
2020-04-09,Scotland,S08000028,Western Isles,5
2020-04-09,Scotland,,Golden Jubilee National Hospital,NaN
