Date,Country,AreaCode,Area,TotalCases
2020-04-10,Scotland,S08000015,Ayrshire and Arran,364
2020-04-10,Scotland,S08000016,Borders,177
2020-04-10,Scotland,S08000017,Dumfries and Galloway,164
2020-04-10,Scotland,S08000029,Fife,333
2020-04-10,Scotland,S08000019,Forth Valley,302
2020-04-10,Scotland,S08000020,Grampian,251
2020-04-10,Scotland,S08000031,Greater Glasgow and Clyde,1314
2020-04-10,Scotland,S08000022,Highland,144
2020-04-10,Scotland,S08000032,Lanarkshire,662
2020-04-10,Scotland,S08000024,Lothian,799
2020-04-10,Scotland,S08000025,Orkney,NaN
2020-04-10,Scotland,S08000026,Shetland,43
2020-04-10,Scotland,S08000030,Tayside,712
2020-04-10,Scotland,S08000028,Western Isles,6
2020-04-10,Scotland,,Golden Jubilee National Hospital,
